PROJECTNAME,COMPANY ADDR1,COMPANY ADDR2,COMAPNY ADDR3,COMPANY CITY,COMPANY STATE,COMPANY ZIP,company_zip4,COMPANY PHN,project_bar_code,nm_addr_txt_1,nm_addr_txt_2,nm_addr_txt_3,nm_addr_txt_4,nm_addr_txt_5,us_city_nm,us_st_cd,us_zip_cd_5,clm_no,mail_dt,Transactions,sec_shrt_nm,sec_tran_dtm,sec_tran_qty,sec_tran_prc_amt,sec_tran_ttl_amt
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,5/18/2011,100,36.33,3633
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,5/18/2011,100,36.32,3632
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,5/18/2011,100,36.32,3632
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,5/18/2011,200,36.33,7266
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,5/18/2011,100,36.32,3632
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,5/18/2011,100,36.33,3633
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,5/18/2011,100,36.32,3632
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,5/18/2011,100,36.34,3634
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,7/22/2011,300,36.74,11022
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,7/22/2011,70,36.74,2571.8
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,7/22/2011,500,36.96,18480
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,7/22/2011,100,36.96,3696
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,7/22/2011,100,36.74,3674
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,7/22/2011,100,36.74,3674
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,7/22/2011,70,36.74,2571.8
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,7/22/2011,100,36.74,3674
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,7/22/2011,100,36.96,3696
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,7/22/2011,500,36.96,18480
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,7/22/2011,100,36.74,3674
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,7/22/2011,100,36.74,3674
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,7/22/2011,100,36.74,3674
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,7/22/2011,500,36.96,18480
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,7/22/2011,135,36.74,4959.9
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,7/22/2011,500,36.96,18480
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,7/22/2011,1100,36.96,40656
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,7/22/2011,100,36.74,3674
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,7/22/2011,100,36.74,3674
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,7/22/2011,200,36.74,7348
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,7/22/2011,165,36.74,6062.1
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,7/22/2011,100,36.96,3696
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,7/22/2011,500,36.96,18480
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,7/22/2011,100,36.74,3674
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,7/22/2011,100,36.96,3696
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,7/22/2011,130,36.74,4776.2
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,7/22/2011,30,36.74,1102.2
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,11/23/2010,200,43.9,8780
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,11/23/2010,100,43.91,4391
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,11/23/2010,100,43.9,4390
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,11/23/2010,100,43.9,4390
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,11/23/2010,100,43.9,4390
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,11/23/2010,100,43.9,4390
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,11/23/2010,175,43.86,7675.5
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,11/23/2010,1025,43.86,44956.5
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,11/23/2010,800,43.86,35088
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,12/8/2010,92,42.61,3920.12
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,12/8/2010,100,42.61,4261
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,12/8/2010,108,42.61,4601.88
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,12/8/2010,100,42.61,4261
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,12/8/2010,100,42.61,4261
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,12/8/2010,100,42.61,4261
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,12/8/2010,8,42.61,340.88
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,12/8/2010,100,42.61,4261
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,12/8/2010,100,42.61,4261
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,12/8/2010,100,42.61,4261
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,12/8/2010,100,42.61,4261
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,12/8/2010,100,42.61,4261
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,12/8/2010,100,42.61,4261
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,12/8/2010,100,42.61,4261
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,12/8/2010,100,42.61,4261
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,12/8/2010,14,42.61,596.54
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,12/8/2010,92,42.61,3920.12
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,12/8/2010,100,42.61,4261
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,12/8/2010,186,42.61,7925.46
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,12/8/2010,200,42.61,8522
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,12/8/2010,100,42.71,4271
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,12/8/2010,100,42.71,4271
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,12/8/2010,100,42.71,4271
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,SCHONFELD GROUP HOLDINGS LLC,400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10219085,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,12/8/2010,100,42.71,4271
